id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV3.309 Load 143;LV3.309 Bus 100;Soil_Alternative_1;0.0279;0.011;0.03;LV3.309;7
LV3.309 Load 144;LV3.309 Bus 74;Air_Semi-Parallel_1;0.004;0.0016;0.0043;LV3.309;7
LV3.309 Load 145;LV3.309 Bus 60;Air_Semi-Parallel_1;0.004;0.0016;0.0043;LV3.309;7
LV4.301 Load 1;LV4.301 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 30;LV4.301 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 11;LV4.301 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.301;7
LV4.301 Load 17;LV4.301 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 18;LV4.301 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 20;LV4.301 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 4;LV4.301 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 16;LV4.301 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 22;LV4.301 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 6;LV4.301 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 19;LV4.301 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 24;LV4.301 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 25;LV4.301 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 27;LV4.301 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 12;LV4.301 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 23;LV4.301 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 29;LV4.301 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 14;LV4.301 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 26;LV4.301 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 31;LV4.301 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 33;LV4.301 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 2;LV4.301 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 3;LV4.301 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 5;LV4.301 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 21;LV4.301 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 32;LV4.301 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 7;LV4.301 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 9;LV4.301 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 10;LV4.301 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 13;LV4.301 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 28;LV4.301 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.301;7
LV4.301 Load 8;LV4.301 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.301;7
LV4.301 Load 15;LV4.301 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 34;LV4.301 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.301;7
LV4.301 Load 35;LV4.301 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.301;7
LV4.301 Load 36;LV4.301 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.301;7
LV4.301 Load 37;LV4.301 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.301;7
LV4.301 Load 38;LV4.301 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.301;7
LV4.301 Load 39;LV4.301 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.301;7
LV4.301 Load 40;LV4.301 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.301;7
LV4.301 Load 41;LV4.301 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.301;7
LV4.301 Load 42;LV4.301 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.301;7
LV4.301 Load 43;LV4.301 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.301;7
LV4.301 Load 44;LV4.301 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.301;7
LV4.302 Load 1;LV4.302 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 30;LV4.302 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 11;LV4.302 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.302;7
LV4.302 Load 17;LV4.302 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 18;LV4.302 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 20;LV4.302 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 4;LV4.302 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 16;LV4.302 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 22;LV4.302 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 6;LV4.302 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 19;LV4.302 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 24;LV4.302 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 25;LV4.302 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 27;LV4.302 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 12;LV4.302 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 23;LV4.302 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 29;LV4.302 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 14;LV4.302 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 26;LV4.302 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 31;LV4.302 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 33;LV4.302 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 2;LV4.302 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 3;LV4.302 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 5;LV4.302 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 21;LV4.302 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 32;LV4.302 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 7;LV4.302 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 9;LV4.302 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 10;LV4.302 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 13;LV4.302 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 28;LV4.302 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.302;7
LV4.302 Load 8;LV4.302 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.302;7
LV4.302 Load 15;LV4.302 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 34;LV4.302 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.302;7
LV4.302 Load 35;LV4.302 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.302;7
LV4.302 Load 36;LV4.302 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.302;7
LV4.302 Load 37;LV4.302 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.302;7
LV4.302 Load 38;LV4.302 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.302;7
LV4.302 Load 39;LV4.302 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.302;7
LV4.302 Load 40;LV4.302 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.302;7
LV4.302 Load 41;LV4.302 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.302;7
LV4.302 Load 42;LV4.302 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.302;7
LV4.302 Load 43;LV4.302 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.302;7
LV4.302 Load 44;LV4.302 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.302;7
LV4.303 Load 1;LV4.303 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 30;LV4.303 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 11;LV4.303 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.303;7
LV4.303 Load 17;LV4.303 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 18;LV4.303 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 20;LV4.303 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 4;LV4.303 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 16;LV4.303 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 22;LV4.303 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 6;LV4.303 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 19;LV4.303 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 24;LV4.303 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 25;LV4.303 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 27;LV4.303 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 12;LV4.303 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 23;LV4.303 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 29;LV4.303 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 14;LV4.303 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 26;LV4.303 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 31;LV4.303 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 33;LV4.303 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 2;LV4.303 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 3;LV4.303 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 5;LV4.303 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 21;LV4.303 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 32;LV4.303 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 7;LV4.303 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 9;LV4.303 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 10;LV4.303 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 13;LV4.303 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 28;LV4.303 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.303;7
LV4.303 Load 8;LV4.303 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.303;7
LV4.303 Load 15;LV4.303 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 34;LV4.303 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.303;7
LV4.303 Load 35;LV4.303 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.303;7
LV4.303 Load 36;LV4.303 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.303;7
LV4.303 Load 37;LV4.303 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.303;7
LV4.303 Load 38;LV4.303 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.303;7
LV4.303 Load 39;LV4.303 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.303;7
LV4.303 Load 40;LV4.303 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.303;7
LV4.303 Load 41;LV4.303 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.303;7
LV4.303 Load 42;LV4.303 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.303;7
LV4.303 Load 43;LV4.303 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.303;7
LV4.303 Load 44;LV4.303 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.303;7
LV4.304 Load 1;LV4.304 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 30;LV4.304 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 11;LV4.304 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.304;7
LV4.304 Load 17;LV4.304 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 18;LV4.304 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 20;LV4.304 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 4;LV4.304 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 16;LV4.304 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 22;LV4.304 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 6;LV4.304 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 19;LV4.304 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 24;LV4.304 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 25;LV4.304 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 27;LV4.304 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 12;LV4.304 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 23;LV4.304 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 29;LV4.304 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 14;LV4.304 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 26;LV4.304 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 31;LV4.304 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 33;LV4.304 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 2;LV4.304 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 3;LV4.304 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 5;LV4.304 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 21;LV4.304 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 32;LV4.304 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 7;LV4.304 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 9;LV4.304 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 10;LV4.304 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 13;LV4.304 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 28;LV4.304 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.304;7
LV4.304 Load 8;LV4.304 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.304;7
LV4.304 Load 15;LV4.304 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 34;LV4.304 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.304;7
LV4.304 Load 35;LV4.304 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.304;7
LV4.304 Load 36;LV4.304 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.304;7
LV4.304 Load 37;LV4.304 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.304;7
LV4.304 Load 38;LV4.304 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.304;7
LV4.304 Load 39;LV4.304 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.304;7
LV4.304 Load 40;LV4.304 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.304;7
LV4.304 Load 41;LV4.304 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.304;7
LV4.304 Load 42;LV4.304 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.304;7
LV4.304 Load 43;LV4.304 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.304;7
LV4.304 Load 44;LV4.304 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.304;7
LV4.305 Load 1;LV4.305 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 30;LV4.305 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 11;LV4.305 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.305;7
LV4.305 Load 17;LV4.305 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 18;LV4.305 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 20;LV4.305 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 4;LV4.305 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 16;LV4.305 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 22;LV4.305 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 6;LV4.305 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 19;LV4.305 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 24;LV4.305 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 25;LV4.305 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 27;LV4.305 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 12;LV4.305 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 23;LV4.305 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 29;LV4.305 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 14;LV4.305 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 26;LV4.305 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 31;LV4.305 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 33;LV4.305 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 2;LV4.305 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 3;LV4.305 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 5;LV4.305 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 21;LV4.305 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 32;LV4.305 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 7;LV4.305 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 9;LV4.305 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 10;LV4.305 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 13;LV4.305 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 28;LV4.305 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.305;7
LV4.305 Load 8;LV4.305 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.305;7
LV4.305 Load 15;LV4.305 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 34;LV4.305 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.305;7
LV4.305 Load 35;LV4.305 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.305;7
LV4.305 Load 36;LV4.305 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.305;7
LV4.305 Load 37;LV4.305 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.305;7
LV4.305 Load 38;LV4.305 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.305;7
LV4.305 Load 39;LV4.305 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.305;7
LV4.305 Load 40;LV4.305 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.305;7
LV4.305 Load 41;LV4.305 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.305;7
LV4.305 Load 42;LV4.305 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.305;7
LV4.305 Load 43;LV4.305 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.305;7
LV4.305 Load 44;LV4.305 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.305;7
LV4.306 Load 1;LV4.306 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 30;LV4.306 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 11;LV4.306 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.306;7
LV4.306 Load 17;LV4.306 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 18;LV4.306 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 20;LV4.306 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 4;LV4.306 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 16;LV4.306 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 22;LV4.306 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 6;LV4.306 Bus 22;H0-B;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 19;LV4.306 Bus 26;H0-G;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 24;LV4.306 Bus 9;H0-B;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 25;LV4.306 Bus 23;H0-L;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 27;LV4.306 Bus 33;H0-L;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 12;LV4.306 Bus 20;H0-G;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 23;LV4.306 Bus 24;H0-L;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 29;LV4.306 Bus 6;H0-B;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 14;LV4.306 Bus 5;H0-L;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 26;LV4.306 Bus 5;H0-B;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 31;LV4.306 Bus 21;H0-B;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 33;LV4.306 Bus 3;H0-A;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 2;LV4.306 Bus 15;H0-L;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 3;LV4.306 Bus 15;H0-G;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 5;LV4.306 Bus 4;H0-B;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 21;LV4.306 Bus 11;H0-B;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 32;LV4.306 Bus 7;H0-G;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 7;LV4.306 Bus 34;H0-G;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 9;LV4.306 Bus 25;H0-G;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 10;LV4.306 Bus 1;H0-B;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 13;LV4.306 Bus 14;H0-A;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 28;LV4.306 Bus 12;H0-L;0.004;0.0016;0.0043;LV4.306;7
LV4.306 Load 8;LV4.306 Bus 10;H0-B;0.006;0.0024;0.0065;LV4.306;7
LV4.306 Load 15;LV4.306 Bus 30;H0-G;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 34;LV4.306 Bus 36;G4-A;0.0169;0.0067;0.0182;LV4.306;7
LV4.306 Load 35;LV4.306 Bus 37;G2-A;0.011;0.0043;0.0118;LV4.306;7
LV4.306 Load 36;LV4.306 Bus 38;G4-A;0.011;0.0043;0.0118;LV4.306;7
LV4.306 Load 37;LV4.306 Bus 40;G6-A;0.0169;0.0067;0.0182;LV4.306;7
LV4.306 Load 38;LV4.306 Bus 41;G2-A;0.012;0.0047;0.0129;LV4.306;7
LV4.306 Load 39;LV4.306 Bus 42;G4-B;0.0179;0.0071;0.0193;LV4.306;7
LV4.306 Load 40;LV4.306 Bus 43;G1-A;0.0129;0.0051;0.0139;LV4.306;7
LV4.306 Load 41;LV4.306 Bus 44;G1-C;0.009;0.0035;0.0097;LV4.306;7
LV4.306 Load 42;LV4.306 Bus 38;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV4.306;7
LV4.306 Load 43;LV4.306 Bus 37;Soil_Alternative_2;0.002;0.0008;0.0022;LV4.306;7
LV4.306 Load 44;LV4.306 Bus 22;HLS_B_3.7;0.0037;0.0015;0.004;LV4.306;7
LV4.307 Load 1;LV4.307 Bus 18;H0-B;0.004;0.0016;0.0043;LV4.307;7
LV4.307 Load 30;LV4.307 Bus 16;H0-A;0.003;0.0012;0.0032;LV4.307;7
LV4.307 Load 11;LV4.307 Bus 2;G1-A;0.008;0.0031;0.0086;LV4.307;7
LV4.307 Load 17;LV4.307 Bus 31;H0-L;0.003;0.0012;0.0032;LV4.307;7
LV4.307 Load 18;LV4.307 Bus 29;H0-G;0.006;0.0024;0.0065;LV4.307;7
LV4.307 Load 20;LV4.307 Bus 17;H0-A;0.006;0.0024;0.0065;LV4.307;7
LV4.307 Load 4;LV4.307 Bus 8;H0-A;0.004;0.0016;0.0043;LV4.307;7
LV4.307 Load 16;LV4.307 Bus 19;H0-L;0.004;0.0016;0.0043;LV4.307;7
LV4.307 Load 22;LV4.307 Bus 13;H0-A;0.003;0.0012;0.0032;LV4.307;7
