id;element1;element2;variable;subnet;voltLvl
measurement 5393;EHV Bus 2586;NULL;q;EHV1;1
measurement 5394;EHV Bus 2586;NULL;v;EHV1;1
measurement 5395;EHV Bus 2719;NULL;p;EHV1;1
measurement 5396;EHV Bus 2719;NULL;q;EHV1;1
measurement 5397;EHV Bus 2719;NULL;v;EHV1;1
measurement 5398;EHV Bus 1097;NULL;p;EHV1;1
measurement 5399;EHV Bus 1097;NULL;q;EHV1;1
measurement 5400;EHV Bus 1097;NULL;v;EHV1;1
measurement 5401;EHV Bus 1979;NULL;p;EHV1;1
measurement 5402;EHV Bus 1979;NULL;q;EHV1;1
measurement 5403;EHV Bus 1979;NULL;v;EHV1;1
measurement 5404;EHV Bus 2149;NULL;p;EHV1;1
measurement 5405;EHV Bus 2149;NULL;q;EHV1;1
measurement 5406;EHV Bus 2149;NULL;v;EHV1;1
measurement 5407;EHV Bus 697;NULL;p;EHV1;1
measurement 5408;EHV Bus 697;NULL;q;EHV1;1
measurement 5409;EHV Bus 697;NULL;v;EHV1;1
measurement 5410;EHV Bus 217;NULL;p;EHV1;1
measurement 5411;EHV Bus 217;NULL;q;EHV1;1
measurement 5412;EHV Bus 217;NULL;v;EHV1;1
measurement 5413;EHV Bus 689;NULL;p;EHV1;1
measurement 5414;EHV Bus 689;NULL;q;EHV1;1
measurement 5415;EHV Bus 689;NULL;v;EHV1;1
measurement 5416;EHV Bus 2298;NULL;p;EHV1;1
measurement 5417;EHV Bus 2298;NULL;q;EHV1;1
measurement 5418;EHV Bus 2298;NULL;v;EHV1;1
measurement 5419;EHV Bus 250;NULL;p;EHV1;1
measurement 5420;EHV Bus 250;NULL;q;EHV1;1
measurement 5421;EHV Bus 250;NULL;v;EHV1;1
measurement 5422;EHV Bus 1531;NULL;p;EHV1;1
measurement 5423;EHV Bus 1531;NULL;q;EHV1;1
measurement 5424;EHV Bus 1531;NULL;v;EHV1;1
measurement 5425;EHV Bus 1965;NULL;p;EHV1;1
measurement 5426;EHV Bus 1965;NULL;q;EHV1;1
measurement 5427;EHV Bus 1965;NULL;v;EHV1;1
measurement 5428;EHV Bus 1368;NULL;p;EHV1;1
measurement 5429;EHV Bus 1368;NULL;q;EHV1;1
measurement 5430;EHV Bus 1368;NULL;v;EHV1;1
measurement 5431;EHV Bus 2492;NULL;p;EHV1;1
measurement 5432;EHV Bus 2492;NULL;q;EHV1;1
measurement 5433;EHV Bus 2492;NULL;v;EHV1;1
measurement 5434;EHV Bus 2968;NULL;p;EHV1;1
measurement 5435;EHV Bus 2968;NULL;q;EHV1;1
measurement 5436;EHV Bus 2968;NULL;v;EHV1;1
measurement 5437;EHV Bus 553;NULL;p;EHV1;1
measurement 5438;EHV Bus 553;NULL;q;EHV1;1
measurement 5439;EHV Bus 553;NULL;v;EHV1;1
measurement 5440;EHV Bus 2948;NULL;p;EHV1;1
measurement 5441;EHV Bus 2948;NULL;q;EHV1;1
measurement 5442;EHV Bus 2948;NULL;v;EHV1;1
measurement 5443;EHV Bus 1733;NULL;p;EHV1;1
measurement 5444;EHV Bus 1733;NULL;q;EHV1;1
measurement 5445;EHV Bus 1733;NULL;v;EHV1;1
measurement 5446;EHV Bus 1842;NULL;p;EHV1;1
measurement 5447;EHV Bus 1842;NULL;q;EHV1;1
measurement 5448;EHV Bus 1842;NULL;v;EHV1;1
measurement 5449;EHV Bus 1772;NULL;p;EHV1;1
measurement 5450;EHV Bus 1772;NULL;q;EHV1;1
measurement 5451;EHV Bus 1772;NULL;v;EHV1;1
measurement 5452;EHV Bus 880;NULL;p;EHV1;1
measurement 5453;EHV Bus 880;NULL;q;EHV1;1
measurement 5454;EHV Bus 880;NULL;v;EHV1;1
measurement 5455;EHV Bus 1594;NULL;p;EHV1;1
measurement 5456;EHV Bus 1594;NULL;q;EHV1;1
measurement 5457;EHV Bus 1594;NULL;v;EHV1;1
measurement 5458;EHV Bus 1362;NULL;p;EHV1;1
measurement 5459;EHV Bus 1362;NULL;q;EHV1;1
measurement 5460;EHV Bus 1362;NULL;v;EHV1;1
measurement 5461;EHV Bus 766;NULL;p;EHV1;1
measurement 5462;EHV Bus 766;NULL;q;EHV1;1
measurement 5463;EHV Bus 766;NULL;v;EHV1;1
measurement 5464;EHV Bus 2554;NULL;p;EHV1;1
measurement 5465;EHV Bus 2554;NULL;q;EHV1;1
measurement 5466;EHV Bus 2554;NULL;v;EHV1;1
measurement 5467;EHV Bus 3009;NULL;p;EHV1;1
measurement 5468;EHV Bus 3009;NULL;q;EHV1;1
measurement 5469;EHV Bus 3009;NULL;v;EHV1;1
measurement 5470;EHV Bus 2830;NULL;p;EHV1;1
measurement 5471;EHV Bus 2830;NULL;q;EHV1;1
measurement 5472;EHV Bus 2830;NULL;v;EHV1;1
measurement 5473;EHV Bus 32;NULL;p;EHV1;1
measurement 5474;EHV Bus 32;NULL;q;EHV1;1
measurement 5475;EHV Bus 32;NULL;v;EHV1;1
measurement 5476;EHV Bus 2606;NULL;p;EHV1;1
measurement 5477;EHV Bus 2606;NULL;q;EHV1;1
measurement 5478;EHV Bus 2606;NULL;v;EHV1;1
measurement 5479;EHV Bus 3063;NULL;p;EHV1;1
measurement 5480;EHV Bus 3063;NULL;q;EHV1;1
measurement 5481;EHV Bus 3063;NULL;v;EHV1;1
measurement 5482;EHV Bus 67;NULL;p;EHV1;1
measurement 5483;EHV Bus 67;NULL;q;EHV1;1
measurement 5484;EHV Bus 67;NULL;v;EHV1;1
measurement 5485;EHV Bus 239;NULL;p;EHV1;1
measurement 5486;EHV Bus 239;NULL;q;EHV1;1
measurement 5487;EHV Bus 239;NULL;v;EHV1;1
measurement 5488;EHV Bus 791;NULL;p;EHV1;1
measurement 5489;EHV Bus 791;NULL;q;EHV1;1
measurement 5490;EHV Bus 791;NULL;v;EHV1;1
measurement 5491;EHV Bus 122;NULL;p;EHV1;1
measurement 5492;EHV Bus 122;NULL;q;EHV1;1
measurement 5493;EHV Bus 122;NULL;v;EHV1;1
measurement 5494;EHV Bus 603;NULL;p;EHV1;1
measurement 5495;EHV Bus 603;NULL;q;EHV1;1
measurement 5496;EHV Bus 603;NULL;v;EHV1;1
measurement 5497;EHV Bus 1997;NULL;p;EHV1;1
measurement 5498;EHV Bus 1997;NULL;q;EHV1;1
measurement 5499;EHV Bus 1997;NULL;v;EHV1;1
measurement 5500;EHV Bus 902;NULL;p;EHV1;1
measurement 5501;EHV Bus 902;NULL;q;EHV1;1
measurement 5502;EHV Bus 902;NULL;v;EHV1;1
measurement 5503;EHV Bus 2631;NULL;p;EHV1;1
measurement 5504;EHV Bus 2631;NULL;q;EHV1;1
measurement 5505;EHV Bus 2631;NULL;v;EHV1;1
measurement 5506;EHV Bus 855;NULL;p;EHV1;1
measurement 5507;EHV Bus 855;NULL;q;EHV1;1
measurement 5508;EHV Bus 855;NULL;v;EHV1;1
measurement 5509;EHV Bus 1407;NULL;p;EHV1;1
measurement 5510;EHV Bus 1407;NULL;q;EHV1;1
measurement 5511;EHV Bus 1407;NULL;v;EHV1;1
measurement 5512;EHV Bus 787;NULL;p;EHV1;1
measurement 5513;EHV Bus 787;NULL;q;EHV1;1
measurement 5514;EHV Bus 787;NULL;v;EHV1;1
measurement 5515;EHV Bus 2410;NULL;p;EHV1;1
measurement 5516;EHV Bus 2410;NULL;q;EHV1;1
measurement 5517;EHV Bus 2410;NULL;v;EHV1;1
measurement 5518;EHV Bus 2687;NULL;p;EHV1;1
measurement 5519;EHV Bus 2687;NULL;q;EHV1;1
measurement 5520;EHV Bus 2687;NULL;v;EHV1;1
measurement 5521;EHV Bus 1681;NULL;p;EHV1;1
measurement 5522;EHV Bus 1681;NULL;q;EHV1;1
measurement 5523;EHV Bus 1681;NULL;v;EHV1;1
measurement 5524;EHV Bus 1636;NULL;p;EHV1;1
measurement 5525;EHV Bus 1636;NULL;q;EHV1;1
measurement 5526;EHV Bus 1636;NULL;v;EHV1;1
measurement 5527;EHV Bus 2623;NULL;p;EHV1;1
measurement 5528;EHV Bus 2623;NULL;q;EHV1;1
measurement 5529;EHV Bus 2623;NULL;v;EHV1;1
measurement 5530;EHV Bus 2469;NULL;p;EHV1;1
measurement 5531;EHV Bus 2469;NULL;q;EHV1;1
measurement 5532;EHV Bus 2469;NULL;v;EHV1;1
measurement 5533;EHV Bus 3006;NULL;p;EHV1;1
measurement 5534;EHV Bus 3006;NULL;q;EHV1;1
measurement 5535;EHV Bus 3006;NULL;v;EHV1;1
measurement 5536;EHV Bus 539;NULL;p;EHV1;1
measurement 5537;EHV Bus 539;NULL;q;EHV1;1
measurement 5538;EHV Bus 539;NULL;v;EHV1;1
measurement 5539;EHV Bus 1538;NULL;p;EHV1;1
measurement 5540;EHV Bus 1538;NULL;q;EHV1;1
measurement 5541;EHV Bus 1538;NULL;v;EHV1;1
measurement 5542;EHV Bus 2059;NULL;p;EHV1;1
measurement 5543;EHV Bus 2059;NULL;q;EHV1;1
measurement 5544;EHV Bus 2059;NULL;v;EHV1;1
measurement 5545;EHV Bus 1568;NULL;p;EHV1;1
measurement 5546;EHV Bus 1568;NULL;q;EHV1;1
measurement 5547;EHV Bus 1568;NULL;v;EHV1;1
measurement 5548;EHV Bus 1063;NULL;p;EHV1;1
measurement 5549;EHV Bus 1063;NULL;q;EHV1;1
measurement 5550;EHV Bus 1063;NULL;v;EHV1;1
measurement 5551;EHV Bus 1145;NULL;p;EHV1;1
measurement 5552;EHV Bus 1145;NULL;q;EHV1;1
measurement 5553;EHV Bus 1145;NULL;v;EHV1;1
measurement 5554;EHV Bus 2169;NULL;p;EHV1;1
measurement 5555;EHV Bus 2169;NULL;q;EHV1;1
measurement 5556;EHV Bus 2169;NULL;v;EHV1;1
measurement 5557;EHV Bus 463;NULL;p;EHV1;1
measurement 5558;EHV Bus 463;NULL;q;EHV1;1
measurement 5559;EHV Bus 463;NULL;v;EHV1;1
measurement 5560;EHV Bus 2881;NULL;p;EHV1;1
measurement 5561;EHV Bus 2881;NULL;q;EHV1;1
measurement 5562;EHV Bus 2881;NULL;v;EHV1;1
measurement 5563;EHV Bus 1303;NULL;p;EHV1;1
measurement 5564;EHV Bus 1303;NULL;q;EHV1;1
measurement 5565;EHV Bus 1303;NULL;v;EHV1;1
measurement 5566;EHV Bus 2476;NULL;p;EHV1;1
measurement 5567;EHV Bus 2476;NULL;q;EHV1;1
measurement 5568;EHV Bus 2476;NULL;v;EHV1;1
measurement 5569;EHV Bus 466;NULL;p;EHV1;1
measurement 5570;EHV Bus 466;NULL;q;EHV1;1
measurement 5571;EHV Bus 466;NULL;v;EHV1;1
measurement 5572;EHV Bus 304;NULL;p;EHV1;1
measurement 5573;EHV Bus 304;NULL;q;EHV1;1
measurement 5574;EHV Bus 304;NULL;v;EHV1;1
measurement 5575;EHV Bus 2784;NULL;p;EHV1;1
measurement 5576;EHV Bus 2784;NULL;q;EHV1;1
measurement 5577;EHV Bus 2784;NULL;v;EHV1;1
measurement 5578;EHV Bus 1587;NULL;p;EHV1;1
measurement 5579;EHV Bus 1587;NULL;q;EHV1;1
measurement 5580;EHV Bus 1587;NULL;v;EHV1;1
measurement 5581;EHV Bus 57;NULL;p;EHV1_HV1;1
measurement 5582;EHV Bus 57;NULL;q;EHV1_HV1;1
measurement 5583;EHV Bus 57;NULL;v;EHV1_HV1;1
measurement 5584;EHV Bus 861;NULL;p;EHV1;1
measurement 5585;EHV Bus 861;NULL;q;EHV1;1
measurement 5586;EHV Bus 861;NULL;v;EHV1;1
measurement 5587;EHV Bus 1625;NULL;p;EHV1;1
measurement 5588;EHV Bus 1625;NULL;q;EHV1;1
measurement 5589;EHV Bus 1625;NULL;v;EHV1;1
measurement 5590;EHV Bus 2479;NULL;p;EHV1;1
measurement 5591;EHV Bus 2479;NULL;q;EHV1;1
measurement 5592;EHV Bus 2479;NULL;v;EHV1;1
measurement 5593;EHV Bus 1668;NULL;p;EHV1;1
measurement 5594;EHV Bus 1668;NULL;q;EHV1;1
measurement 5595;EHV Bus 1668;NULL;v;EHV1;1
measurement 5596;EHV Bus 1459;NULL;p;EHV1;1
measurement 5597;EHV Bus 1459;NULL;q;EHV1;1
measurement 5598;EHV Bus 1459;NULL;v;EHV1;1
measurement 5599;EHV Bus 308;NULL;p;EHV1;1
measurement 5600;EHV Bus 308;NULL;q;EHV1;1
measurement 5601;EHV Bus 308;NULL;v;EHV1;1
measurement 5602;EHV Bus 2198;NULL;p;EHV1;1
measurement 5603;EHV Bus 2198;NULL;q;EHV1;1
measurement 5604;EHV Bus 2198;NULL;v;EHV1;1
measurement 5605;EHV Bus 775;NULL;p;EHV1;1
measurement 5606;EHV Bus 775;NULL;q;EHV1;1
measurement 5607;EHV Bus 775;NULL;v;EHV1;1
measurement 5608;EHV Bus 1830;NULL;p;EHV1;1
measurement 5609;EHV Bus 1830;NULL;q;EHV1;1
measurement 5610;EHV Bus 1830;NULL;v;EHV1;1
measurement 5611;EHV Bus 588;NULL;p;EHV1;1
measurement 5612;EHV Bus 588;NULL;q;EHV1;1
measurement 5613;EHV Bus 588;NULL;v;EHV1;1
measurement 5614;EHV Bus 1308;NULL;p;EHV1;1
measurement 5615;EHV Bus 1308;NULL;q;EHV1;1
measurement 5616;EHV Bus 1308;NULL;v;EHV1;1
measurement 5617;EHV Bus 1553;NULL;p;EHV1;1
measurement 5618;EHV Bus 1553;NULL;q;EHV1;1
measurement 5619;EHV Bus 1553;NULL;v;EHV1;1
measurement 5620;EHV Bus 2770;NULL;p;EHV1;1
measurement 5621;EHV Bus 2770;NULL;q;EHV1;1
measurement 5622;EHV Bus 2770;NULL;v;EHV1;1
measurement 5623;EHV Bus 2953;NULL;p;EHV1;1
measurement 5624;EHV Bus 2953;NULL;q;EHV1;1
measurement 5625;EHV Bus 2953;NULL;v;EHV1;1
measurement 5626;EHV Bus 2666;NULL;p;EHV1;1
measurement 5627;EHV Bus 2666;NULL;q;EHV1;1
measurement 5628;EHV Bus 2666;NULL;v;EHV1;1
measurement 5629;EHV Bus 2876;NULL;p;EHV1;1
measurement 5630;EHV Bus 2876;NULL;q;EHV1;1
measurement 5631;EHV Bus 2876;NULL;v;EHV1;1
measurement 5632;EHV Bus 2022;NULL;p;EHV1;1
measurement 5633;EHV Bus 2022;NULL;q;EHV1;1
measurement 5634;EHV Bus 2022;NULL;v;EHV1;1
measurement 5635;EHV Bus 605;NULL;p;EHV1;1
measurement 5636;EHV Bus 605;NULL;q;EHV1;1
measurement 5637;EHV Bus 605;NULL;v;EHV1;1
measurement 5638;EHV Bus 2346;NULL;p;EHV1;1
measurement 5639;EHV Bus 2346;NULL;q;EHV1;1
measurement 5640;EHV Bus 2346;NULL;v;EHV1;1
measurement 5641;EHV Bus 3008;NULL;p;EHV1;1
measurement 5642;EHV Bus 3008;NULL;q;EHV1;1
measurement 5643;EHV Bus 3008;NULL;v;EHV1;1
measurement 5644;EHV Bus 2223;NULL;p;EHV1;1
measurement 5645;EHV Bus 2223;NULL;q;EHV1;1
measurement 5646;EHV Bus 2223;NULL;v;EHV1;1
measurement 5647;EHV Bus 1047;NULL;p;EHV1;1
measurement 5648;EHV Bus 1047;NULL;q;EHV1;1
measurement 5649;EHV Bus 1047;NULL;v;EHV1;1
measurement 5650;EHV Bus 2698;NULL;p;EHV1;1
measurement 5651;EHV Bus 2698;NULL;q;EHV1;1
measurement 5652;EHV Bus 2698;NULL;v;EHV1;1
measurement 5653;EHV Bus 53;NULL;p;EHV1;1
measurement 5654;EHV Bus 53;NULL;q;EHV1;1
measurement 5655;EHV Bus 53;NULL;v;EHV1;1
measurement 5656;EHV Bus 2858;NULL;p;EHV1;1
measurement 5657;EHV Bus 2858;NULL;q;EHV1;1
measurement 5658;EHV Bus 2858;NULL;v;EHV1;1
measurement 5659;EHV Bus 1401;NULL;p;EHV1;1
measurement 5660;EHV Bus 1401;NULL;q;EHV1;1
measurement 5661;EHV Bus 1401;NULL;v;EHV1;1
measurement 5662;EHV Bus 2215;NULL;p;EHV1;1
measurement 5663;EHV Bus 2215;NULL;q;EHV1;1
measurement 5664;EHV Bus 2215;NULL;v;EHV1;1
measurement 5665;EHV Bus 1792;NULL;p;EHV1;1
measurement 5666;EHV Bus 1792;NULL;q;EHV1;1
measurement 5667;EHV Bus 1792;NULL;v;EHV1;1
measurement 5668;EHV Bus 997;NULL;p;EHV1;1
measurement 5669;EHV Bus 997;NULL;q;EHV1;1
measurement 5670;EHV Bus 997;NULL;v;EHV1;1
measurement 5671;EHV Bus 1348;NULL;p;EHV1;1
measurement 5672;EHV Bus 1348;NULL;q;EHV1;1
measurement 5673;EHV Bus 1348;NULL;v;EHV1;1
measurement 5674;EHV Bus 2265;NULL;p;EHV1;1
measurement 5675;EHV Bus 2265;NULL;q;EHV1;1
measurement 5676;EHV Bus 2265;NULL;v;EHV1;1
measurement 5677;EHV Bus 2261;NULL;p;EHV1;1
measurement 5678;EHV Bus 2261;NULL;q;EHV1;1
measurement 5679;EHV Bus 2261;NULL;v;EHV1;1
measurement 5680;EHV Bus 918;NULL;p;EHV1;1
measurement 5681;EHV Bus 918;NULL;q;EHV1;1
measurement 5682;EHV Bus 918;NULL;v;EHV1;1
measurement 5683;EHV Bus 1020;NULL;p;EHV1;1
measurement 5684;EHV Bus 1020;NULL;q;EHV1;1
measurement 5685;EHV Bus 1020;NULL;v;EHV1;1
measurement 5686;EHV Bus 139;NULL;p;EHV1;1
measurement 5687;EHV Bus 139;NULL;q;EHV1;1
measurement 5688;EHV Bus 139;NULL;v;EHV1;1
measurement 5689;EHV Bus 1603;NULL;p;EHV1;1
measurement 5690;EHV Bus 1603;NULL;q;EHV1;1
measurement 5691;EHV Bus 1603;NULL;v;EHV1;1
measurement 5692;EHV Bus 533;NULL;p;EHV1;1
measurement 5693;EHV Bus 533;NULL;q;EHV1;1
measurement 5694;EHV Bus 533;NULL;v;EHV1;1
measurement 5695;EHV Bus 2455;NULL;p;EHV1;1
measurement 5696;EHV Bus 2455;NULL;q;EHV1;1
measurement 5697;EHV Bus 2455;NULL;v;EHV1;1
measurement 5698;EHV Bus 243;NULL;p;EHV1;1
measurement 5699;EHV Bus 243;NULL;q;EHV1;1
measurement 5700;EHV Bus 243;NULL;v;EHV1;1
measurement 5701;EHV Bus 2228;NULL;p;EHV1;1
measurement 5702;EHV Bus 2228;NULL;q;EHV1;1
measurement 5703;EHV Bus 2228;NULL;v;EHV1;1
measurement 5704;EHV Bus 3022;NULL;p;EHV1;1
measurement 5705;EHV Bus 3022;NULL;q;EHV1;1
measurement 5706;EHV Bus 3022;NULL;v;EHV1;1
measurement 5707;EHV Bus 2401;NULL;p;EHV1;1
measurement 5708;EHV Bus 2401;NULL;q;EHV1;1
measurement 5709;EHV Bus 2401;NULL;v;EHV1;1
measurement 5710;EHV Bus 305;NULL;p;EHV1;1
measurement 5711;EHV Bus 305;NULL;q;EHV1;1
measurement 5712;EHV Bus 305;NULL;v;EHV1;1
measurement 5713;EHV Bus 1110;NULL;p;EHV1;1
measurement 5714;EHV Bus 1110;NULL;q;EHV1;1
measurement 5715;EHV Bus 1110;NULL;v;EHV1;1
measurement 5716;EHV Bus 1316;NULL;p;EHV1;1
measurement 5717;EHV Bus 1316;NULL;q;EHV1;1
measurement 5718;EHV Bus 1316;NULL;v;EHV1;1
measurement 5719;EHV Bus 1138;NULL;p;EHV1;1
measurement 5720;EHV Bus 1138;NULL;q;EHV1;1
measurement 5721;EHV Bus 1138;NULL;v;EHV1;1
measurement 5722;EHV Bus 2991;NULL;p;EHV1;1
measurement 5723;EHV Bus 2991;NULL;q;EHV1;1
measurement 5724;EHV Bus 2991;NULL;v;EHV1;1
measurement 5725;EHV Bus 515;NULL;p;EHV1;1
measurement 5726;EHV Bus 515;NULL;q;EHV1;1
measurement 5727;EHV Bus 515;NULL;v;EHV1;1
measurement 5728;EHV Bus 370;NULL;p;EHV1;1
measurement 5729;EHV Bus 370;NULL;q;EHV1;1
measurement 5730;EHV Bus 370;NULL;v;EHV1;1
measurement 5731;EHV Bus 383;NULL;p;EHV1;1
measurement 5732;EHV Bus 383;NULL;q;EHV1;1
measurement 5733;EHV Bus 383;NULL;v;EHV1;1
measurement 5734;EHV Bus 2313;NULL;p;EHV1;1
measurement 5735;EHV Bus 2313;NULL;q;EHV1;1
measurement 5736;EHV Bus 2313;NULL;v;EHV1;1
measurement 5737;EHV Bus 1796;NULL;p;EHV1;1
measurement 5738;EHV Bus 1796;NULL;q;EHV1;1
measurement 5739;EHV Bus 1796;NULL;v;EHV1;1
measurement 5740;EHV Bus 1814;NULL;p;EHV1;1
measurement 5741;EHV Bus 1814;NULL;q;EHV1;1
measurement 5742;EHV Bus 1814;NULL;v;EHV1;1
measurement 5743;EHV Bus 675;NULL;p;EHV1;1
measurement 5744;EHV Bus 675;NULL;q;EHV1;1
measurement 5745;EHV Bus 675;NULL;v;EHV1;1
measurement 5746;EHV Bus 2395;NULL;p;EHV1;1
measurement 5747;EHV Bus 2395;NULL;q;EHV1;1
measurement 5748;EHV Bus 2395;NULL;v;EHV1;1
measurement 5749;EHV Bus 506;NULL;p;EHV1;1
measurement 5750;EHV Bus 506;NULL;q;EHV1;1
measurement 5751;EHV Bus 506;NULL;v;EHV1;1
measurement 5752;EHV Bus 174;NULL;p;EHV1;1
measurement 5753;EHV Bus 174;NULL;q;EHV1;1
measurement 5754;EHV Bus 174;NULL;v;EHV1;1
measurement 5755;EHV Bus 2538;NULL;p;EHV1;1
measurement 5756;EHV Bus 2538;NULL;q;EHV1;1
measurement 5757;EHV Bus 2538;NULL;v;EHV1;1
measurement 5758;EHV Bus 1908;NULL;p;EHV1;1
measurement 5759;EHV Bus 1908;NULL;q;EHV1;1
measurement 5760;EHV Bus 1908;NULL;v;EHV1;1
measurement 5761;EHV Bus 1282;NULL;p;EHV1;1
measurement 5762;EHV Bus 1282;NULL;q;EHV1;1
measurement 5763;EHV Bus 1282;NULL;v;EHV1;1
measurement 5764;EHV Bus 432;NULL;p;EHV1;1
measurement 5765;EHV Bus 432;NULL;q;EHV1;1
measurement 5766;EHV Bus 432;NULL;v;EHV1;1
measurement 5767;EHV Bus 1460;NULL;p;EHV1;1
measurement 5768;EHV Bus 1460;NULL;q;EHV1;1
measurement 5769;EHV Bus 1460;NULL;v;EHV1;1
measurement 5770;EHV Bus 2093;NULL;p;EHV1;1
measurement 5771;EHV Bus 2093;NULL;q;EHV1;1
measurement 5772;EHV Bus 2093;NULL;v;EHV1;1
measurement 5773;EHV Bus 2150;NULL;p;EHV1;1
measurement 5774;EHV Bus 2150;NULL;q;EHV1;1
measurement 5775;EHV Bus 2150;NULL;v;EHV1;1
measurement 5776;EHV Bus 637;NULL;p;EHV1;1
measurement 5777;EHV Bus 637;NULL;q;EHV1;1
measurement 5778;EHV Bus 637;NULL;v;EHV1;1
measurement 5779;EHV Bus 578;NULL;p;EHV1;1
measurement 5780;EHV Bus 578;NULL;q;EHV1;1
measurement 5781;EHV Bus 578;NULL;v;EHV1;1
measurement 5782;EHV Bus 3;NULL;p;EHV1;1
measurement 5783;EHV Bus 3;NULL;q;EHV1;1
measurement 5784;EHV Bus 3;NULL;v;EHV1;1
measurement 5785;EHV Bus 379;NULL;p;EHV1;1
measurement 5786;EHV Bus 379;NULL;q;EHV1;1
measurement 5787;EHV Bus 379;NULL;v;EHV1;1
measurement 5788;EHV Bus 1904;NULL;p;EHV1;1
measurement 5789;EHV Bus 1904;NULL;q;EHV1;1
measurement 5790;EHV Bus 1904;NULL;v;EHV1;1
measurement 5791;EHV Bus 3050;NULL;p;EHV1;1
measurement 5792;EHV Bus 3050;NULL;q;EHV1;1
measurement 5793;EHV Bus 3050;NULL;v;EHV1;1
measurement 5794;EHV Bus 662;NULL;p;EHV1;1
measurement 5795;EHV Bus 662;NULL;q;EHV1;1
measurement 5796;EHV Bus 662;NULL;v;EHV1;1
measurement 5797;EHV Bus 15;NULL;p;EHV1;1
measurement 5798;EHV Bus 15;NULL;q;EHV1;1
measurement 5799;EHV Bus 15;NULL;v;EHV1;1
measurement 5800;EHV Bus 1039;NULL;p;EHV1;1
measurement 5801;EHV Bus 1039;NULL;q;EHV1;1
measurement 5802;EHV Bus 1039;NULL;v;EHV1;1
measurement 5803;EHV Bus 1671;NULL;p;EHV1;1
measurement 5804;EHV Bus 1671;NULL;q;EHV1;1
measurement 5805;EHV Bus 1671;NULL;v;EHV1;1
measurement 5806;EHV Bus 1465;NULL;p;EHV1;1
measurement 5807;EHV Bus 1465;NULL;q;EHV1;1
measurement 5808;EHV Bus 1465;NULL;v;EHV1;1
measurement 5809;EHV Bus 2103;NULL;p;EHV1;1
measurement 5810;EHV Bus 2103;NULL;q;EHV1;1
measurement 5811;EHV Bus 2103;NULL;v;EHV1;1
measurement 5812;EHV Bus 2081;NULL;p;EHV1;1
measurement 5813;EHV Bus 2081;NULL;q;EHV1;1
measurement 5814;EHV Bus 2081;NULL;v;EHV1;1
measurement 5815;EHV Bus 1592;NULL;p;EHV1;1
measurement 5816;EHV Bus 1592;NULL;q;EHV1;1
measurement 5817;EHV Bus 1592;NULL;v;EHV1;1
measurement 5818;EHV Bus 742;NULL;p;EHV1;1
measurement 5819;EHV Bus 742;NULL;q;EHV1;1
measurement 5820;EHV Bus 742;NULL;v;EHV1;1
measurement 5821;EHV Bus 1551;NULL;p;EHV1;1
measurement 5822;EHV Bus 1551;NULL;q;EHV1;1
measurement 5823;EHV Bus 1551;NULL;v;EHV1;1
measurement 5824;EHV Bus 2806;NULL;p;EHV1;1
measurement 5825;EHV Bus 2806;NULL;q;EHV1;1
measurement 5826;EHV Bus 2806;NULL;v;EHV1;1
measurement 5827;EHV Bus 1665;NULL;p;EHV1;1
measurement 5828;EHV Bus 1665;NULL;q;EHV1;1
measurement 5829;EHV Bus 1665;NULL;v;EHV1;1
measurement 5830;EHV Bus 2003;NULL;p;EHV1;1
measurement 5831;EHV Bus 2003;NULL;q;EHV1;1
measurement 5832;EHV Bus 2003;NULL;v;EHV1;1
measurement 5833;EHV Bus 2316;NULL;p;EHV1;1
measurement 5834;EHV Bus 2316;NULL;q;EHV1;1
measurement 5835;EHV Bus 2316;NULL;v;EHV1;1
measurement 5836;EHV Bus 2264;NULL;p;EHV1;1
measurement 5837;EHV Bus 2264;NULL;q;EHV1;1
measurement 5838;EHV Bus 2264;NULL;v;EHV1;1
measurement 5839;EHV Bus 2993;NULL;p;EHV1;1
measurement 5840;EHV Bus 2993;NULL;q;EHV1;1
measurement 5841;EHV Bus 2993;NULL;v;EHV1;1
measurement 5842;EHV Bus 867;NULL;p;EHV1;1
measurement 5843;EHV Bus 867;NULL;q;EHV1;1
measurement 5844;EHV Bus 867;NULL;v;EHV1;1
measurement 5845;EHV Bus 1602;NULL;p;EHV1;1
measurement 5846;EHV Bus 1602;NULL;q;EHV1;1
measurement 5847;EHV Bus 1602;NULL;v;EHV1;1
measurement 5848;EHV Bus 2895;NULL;p;EHV1;1
measurement 5849;EHV Bus 2895;NULL;q;EHV1;1
measurement 5850;EHV Bus 2895;NULL;v;EHV1;1
measurement 5851;EHV Bus 985;NULL;p;EHV1;1
measurement 5852;EHV Bus 985;NULL;q;EHV1;1
measurement 5853;EHV Bus 985;NULL;v;EHV1;1
measurement 5854;EHV Bus 2079;NULL;p;EHV1;1
measurement 5855;EHV Bus 2079;NULL;q;EHV1;1
measurement 5856;EHV Bus 2079;NULL;v;EHV1;1
measurement 5857;EHV Bus 784;NULL;p;EHV1;1
measurement 5858;EHV Bus 784;NULL;q;EHV1;1
measurement 5859;EHV Bus 784;NULL;v;EHV1;1
measurement 5860;EHV Bus 2516;NULL;p;EHV1;1
measurement 5861;EHV Bus 2516;NULL;q;EHV1;1
measurement 5862;EHV Bus 2516;NULL;v;EHV1;1
