id;element1;element2;variable;subnet;voltLvl
EHV Measurement 6768;EHV Bus 1840;NULL;v;EHV1;1
EHV Measurement 6769;EHV Bus 1582;NULL;p;EHV1;1
EHV Measurement 6770;EHV Bus 1582;NULL;q;EHV1;1
EHV Measurement 6771;EHV Bus 1582;NULL;v;EHV1;1
EHV Measurement 6772;EHV Bus 2058;NULL;p;EHV1;1
EHV Measurement 6773;EHV Bus 2058;NULL;q;EHV1;1
EHV Measurement 6774;EHV Bus 2058;NULL;v;EHV1;1
EHV Measurement 6775;EHV Bus 1978;NULL;p;EHV1;1
EHV Measurement 6776;EHV Bus 1978;NULL;q;EHV1;1
EHV Measurement 6777;EHV Bus 1978;NULL;v;EHV1;1
EHV Measurement 6778;EHV Bus 1841;NULL;p;EHV1;1
EHV Measurement 6779;EHV Bus 1841;NULL;q;EHV1;1
EHV Measurement 6780;EHV Bus 1841;NULL;v;EHV1;1
EHV Measurement 6781;EHV Bus 2112;NULL;p;EHV1;1
EHV Measurement 6782;EHV Bus 2112;NULL;q;EHV1;1
EHV Measurement 6783;EHV Bus 2112;NULL;v;EHV1;1
EHV Measurement 6784;EHV Bus 2337;NULL;p;EHV1;1
EHV Measurement 6785;EHV Bus 2337;NULL;q;EHV1;1
EHV Measurement 6786;EHV Bus 2337;NULL;v;EHV1;1
EHV Measurement 6787;EHV Bus 488;NULL;p;EHV1;1
EHV Measurement 6788;EHV Bus 488;NULL;q;EHV1;1
EHV Measurement 6789;EHV Bus 488;NULL;v;EHV1;1
EHV Measurement 6790;EHV Bus 1063;NULL;p;EHV1;1
EHV Measurement 6791;EHV Bus 1063;NULL;q;EHV1;1
EHV Measurement 6792;EHV Bus 1063;NULL;v;EHV1;1
EHV Measurement 6793;EHV Bus 2316;NULL;p;EHV1;1
EHV Measurement 6794;EHV Bus 2316;NULL;q;EHV1;1
EHV Measurement 6795;EHV Bus 2316;NULL;v;EHV1;1
EHV Measurement 6796;EHV Bus 2874;NULL;p;EHV1;1
EHV Measurement 6797;EHV Bus 2874;NULL;q;EHV1;1
EHV Measurement 6798;EHV Bus 2874;NULL;v;EHV1;1
EHV Measurement 6799;EHV Bus 293;NULL;p;EHV1;1
EHV Measurement 6800;EHV Bus 293;NULL;q;EHV1;1
EHV Measurement 6801;EHV Bus 293;NULL;v;EHV1;1
EHV Measurement 6802;EHV Bus 1109;NULL;p;EHV1;1
EHV Measurement 6803;EHV Bus 1109;NULL;q;EHV1;1
EHV Measurement 6804;EHV Bus 1109;NULL;v;EHV1;1
EHV Measurement 6805;EHV Bus 358;NULL;p;EHV1;1
EHV Measurement 6806;EHV Bus 358;NULL;q;EHV1;1
EHV Measurement 6807;EHV Bus 358;NULL;v;EHV1;1
EHV Measurement 6808;EHV Bus 1245;NULL;p;EHV1;1
EHV Measurement 6809;EHV Bus 1245;NULL;q;EHV1;1
EHV Measurement 6810;EHV Bus 1245;NULL;v;EHV1;1
EHV Measurement 6811;EHV Bus 2842;NULL;p;EHV1;1
EHV Measurement 6812;EHV Bus 2842;NULL;q;EHV1;1
EHV Measurement 6813;EHV Bus 2842;NULL;v;EHV1;1
EHV Measurement 6814;EHV Bus 2607;NULL;p;EHV1;1
EHV Measurement 6815;EHV Bus 2607;NULL;q;EHV1;1
EHV Measurement 6816;EHV Bus 2607;NULL;v;EHV1;1
EHV Measurement 6817;EHV Bus 2719;NULL;p;EHV1;1
EHV Measurement 6818;EHV Bus 2719;NULL;q;EHV1;1
EHV Measurement 6819;EHV Bus 2719;NULL;v;EHV1;1
EHV Measurement 6820;EHV Bus 1126;NULL;p;EHV1;1
EHV Measurement 6821;EHV Bus 1126;NULL;q;EHV1;1
EHV Measurement 6822;EHV Bus 1126;NULL;v;EHV1;1
EHV Measurement 6823;EHV Bus 457;NULL;p;EHV1;1
EHV Measurement 6824;EHV Bus 457;NULL;q;EHV1;1
EHV Measurement 6825;EHV Bus 457;NULL;v;EHV1;1
EHV Measurement 6826;EHV Bus 987;NULL;p;EHV1;1
EHV Measurement 6827;EHV Bus 987;NULL;q;EHV1;1
EHV Measurement 6828;EHV Bus 987;NULL;v;EHV1;1
EHV Measurement 6829;EHV Bus 1432;NULL;p;EHV1;1
EHV Measurement 6830;EHV Bus 1432;NULL;q;EHV1;1
EHV Measurement 6831;EHV Bus 1432;NULL;v;EHV1;1
EHV Measurement 6832;EHV Bus 906;NULL;p;EHV1;1
EHV Measurement 6833;EHV Bus 906;NULL;q;EHV1;1
EHV Measurement 6834;EHV Bus 906;NULL;v;EHV1;1
EHV Measurement 6835;EHV Bus 328;NULL;p;EHV1;1
EHV Measurement 6836;EHV Bus 328;NULL;q;EHV1;1
EHV Measurement 6837;EHV Bus 328;NULL;v;EHV1;1
EHV Measurement 6838;EHV Bus 2088;NULL;p;EHV1;1
EHV Measurement 6839;EHV Bus 2088;NULL;q;EHV1;1
EHV Measurement 6840;EHV Bus 2088;NULL;v;EHV1;1
EHV Measurement 6841;EHV Bus 2256;NULL;p;EHV1;1
EHV Measurement 6842;EHV Bus 2256;NULL;q;EHV1;1
EHV Measurement 6843;EHV Bus 2256;NULL;v;EHV1;1
EHV Measurement 6844;EHV Bus 1131;NULL;p;EHV1;1
EHV Measurement 6845;EHV Bus 1131;NULL;q;EHV1;1
EHV Measurement 6846;EHV Bus 1131;NULL;v;EHV1;1
EHV Measurement 6847;EHV Bus 1156;NULL;p;EHV1;1
EHV Measurement 6848;EHV Bus 1156;NULL;q;EHV1;1
EHV Measurement 6849;EHV Bus 1156;NULL;v;EHV1;1
EHV Measurement 6850;EHV Bus 2372;NULL;p;EHV1;1
EHV Measurement 6851;EHV Bus 2372;NULL;q;EHV1;1
EHV Measurement 6852;EHV Bus 2372;NULL;v;EHV1;1
EHV Measurement 6853;EHV Bus 2641;NULL;p;EHV1;1
EHV Measurement 6854;EHV Bus 2641;NULL;q;EHV1;1
EHV Measurement 6855;EHV Bus 2641;NULL;v;EHV1;1
EHV Measurement 6856;EHV Bus 52;NULL;p;EHV1;1
EHV Measurement 6857;EHV Bus 52;NULL;q;EHV1;1
EHV Measurement 6858;EHV Bus 52;NULL;v;EHV1;1
EHV Measurement 6859;EHV Bus 2612;NULL;p;EHV1;1
EHV Measurement 6860;EHV Bus 2612;NULL;q;EHV1;1
EHV Measurement 6861;EHV Bus 2612;NULL;v;EHV1;1
EHV Measurement 6862;EHV Bus 1097;NULL;p;EHV1;1
EHV Measurement 6863;EHV Bus 1097;NULL;q;EHV1;1
EHV Measurement 6864;EHV Bus 1097;NULL;v;EHV1;1
EHV Measurement 6865;EHV Bus 2549;NULL;p;EHV1;1
EHV Measurement 6866;EHV Bus 2549;NULL;q;EHV1;1
EHV Measurement 6867;EHV Bus 2549;NULL;v;EHV1;1
EHV Measurement 6868;EHV Bus 1400;NULL;p;EHV1;1
EHV Measurement 6869;EHV Bus 1400;NULL;q;EHV1;1
EHV Measurement 6870;EHV Bus 1400;NULL;v;EHV1;1
EHV Measurement 6871;EHV Bus 2333;NULL;p;EHV1;1
EHV Measurement 6872;EHV Bus 2333;NULL;q;EHV1;1
EHV Measurement 6873;EHV Bus 2333;NULL;v;EHV1;1
EHV Measurement 6874;EHV Bus 2896;NULL;p;EHV1;1
EHV Measurement 6875;EHV Bus 2896;NULL;q;EHV1;1
EHV Measurement 6876;EHV Bus 2896;NULL;v;EHV1;1
EHV Measurement 6877;EHV Bus 2200;NULL;p;EHV1;1
EHV Measurement 6878;EHV Bus 2200;NULL;q;EHV1;1
EHV Measurement 6879;EHV Bus 2200;NULL;v;EHV1;1
EHV Measurement 6880;EHV Bus 126;NULL;p;EHV1;1
EHV Measurement 6881;EHV Bus 126;NULL;q;EHV1;1
EHV Measurement 6882;EHV Bus 126;NULL;v;EHV1;1
EHV Measurement 6883;EHV Bus 2672;NULL;p;EHV1;1
EHV Measurement 6884;EHV Bus 2672;NULL;q;EHV1;1
EHV Measurement 6885;EHV Bus 2672;NULL;v;EHV1;1
EHV Measurement 6886;EHV Bus 2924;NULL;p;EHV1;1
EHV Measurement 6887;EHV Bus 2924;NULL;q;EHV1;1
EHV Measurement 6888;EHV Bus 2924;NULL;v;EHV1;1
EHV Measurement 6889;EHV Bus 2729;NULL;p;EHV1;1
EHV Measurement 6890;EHV Bus 2729;NULL;q;EHV1;1
EHV Measurement 6891;EHV Bus 2729;NULL;v;EHV1;1
EHV Measurement 6892;EHV Bus 118;NULL;p;EHV1;1
EHV Measurement 6893;EHV Bus 118;NULL;q;EHV1;1
EHV Measurement 6894;EHV Bus 118;NULL;v;EHV1;1
EHV Measurement 6895;EHV Bus 1221;NULL;p;EHV1;1
EHV Measurement 6896;EHV Bus 1221;NULL;q;EHV1;1
EHV Measurement 6897;EHV Bus 1221;NULL;v;EHV1;1
EHV Measurement 6898;EHV Bus 1975;NULL;p;EHV1;1
EHV Measurement 6899;EHV Bus 1975;NULL;q;EHV1;1
EHV Measurement 6900;EHV Bus 1975;NULL;v;EHV1;1
EHV Measurement 6901;EHV Bus 2452;NULL;p;EHV1;1
EHV Measurement 6902;EHV Bus 2452;NULL;q;EHV1;1
EHV Measurement 6903;EHV Bus 2452;NULL;v;EHV1;1
EHV Measurement 6904;EHV Bus 469;NULL;p;EHV1;1
EHV Measurement 6905;EHV Bus 469;NULL;q;EHV1;1
EHV Measurement 6906;EHV Bus 469;NULL;v;EHV1;1
EHV Measurement 6907;EHV Bus 2331;NULL;p;EHV1;1
EHV Measurement 6908;EHV Bus 2331;NULL;q;EHV1;1
EHV Measurement 6909;EHV Bus 2331;NULL;v;EHV1;1
EHV Measurement 6910;EHV Bus 1778;NULL;p;EHV1;1
EHV Measurement 6911;EHV Bus 1778;NULL;q;EHV1;1
EHV Measurement 6912;EHV Bus 1778;NULL;v;EHV1;1
EHV Measurement 6913;EHV Bus 1026;NULL;p;EHV1;1
EHV Measurement 6914;EHV Bus 1026;NULL;q;EHV1;1
EHV Measurement 6915;EHV Bus 1026;NULL;v;EHV1;1
EHV Measurement 6916;EHV Bus 1952;NULL;p;EHV1;1
EHV Measurement 6917;EHV Bus 1952;NULL;q;EHV1;1
EHV Measurement 6918;EHV Bus 1952;NULL;v;EHV1;1
EHV Measurement 6919;EHV Bus 678;NULL;p;EHV1;1
EHV Measurement 6920;EHV Bus 678;NULL;q;EHV1;1
EHV Measurement 6921;EHV Bus 678;NULL;v;EHV1;1
EHV Measurement 6922;EHV Bus 1133;NULL;p;EHV1;1
EHV Measurement 6923;EHV Bus 1133;NULL;q;EHV1;1
EHV Measurement 6924;EHV Bus 1133;NULL;v;EHV1;1
EHV Measurement 6925;EHV Bus 342;NULL;p;EHV1;1
EHV Measurement 6926;EHV Bus 342;NULL;q;EHV1;1
EHV Measurement 6927;EHV Bus 342;NULL;v;EHV1;1
EHV Measurement 6928;EHV Bus 2228;NULL;p;EHV1;1
EHV Measurement 6929;EHV Bus 2228;NULL;q;EHV1;1
EHV Measurement 6930;EHV Bus 2228;NULL;v;EHV1;1
EHV Measurement 6931;EHV Bus 1587;NULL;p;EHV1;1
EHV Measurement 6932;EHV Bus 1587;NULL;q;EHV1;1
EHV Measurement 6933;EHV Bus 1587;NULL;v;EHV1;1
EHV Measurement 6934;EHV Bus 1440;NULL;p;EHV1;1
EHV Measurement 6935;EHV Bus 1440;NULL;q;EHV1;1
EHV Measurement 6936;EHV Bus 1440;NULL;v;EHV1;1
EHV Measurement 6937;EHV Bus 2857;NULL;p;EHV1;1
EHV Measurement 6938;EHV Bus 2857;NULL;q;EHV1;1
EHV Measurement 6939;EHV Bus 2857;NULL;v;EHV1;1
EHV Measurement 6940;EHV Bus 558;NULL;p;EHV1;1
EHV Measurement 6941;EHV Bus 558;NULL;q;EHV1;1
EHV Measurement 6942;EHV Bus 558;NULL;v;EHV1;1
EHV Measurement 6943;EHV Bus 443;NULL;p;EHV1;1
EHV Measurement 6944;EHV Bus 443;NULL;q;EHV1;1
EHV Measurement 6945;EHV Bus 443;NULL;v;EHV1;1
EHV Measurement 6946;EHV Bus 3031;NULL;p;EHV1;1
EHV Measurement 6947;EHV Bus 3031;NULL;q;EHV1;1
EHV Measurement 6948;EHV Bus 3031;NULL;v;EHV1;1
EHV Measurement 6949;EHV Bus 310;NULL;p;EHV1;1
EHV Measurement 6950;EHV Bus 310;NULL;q;EHV1;1
EHV Measurement 6951;EHV Bus 310;NULL;v;EHV1;1
EHV Measurement 6952;EHV Bus 1391;NULL;p;EHV1;1
EHV Measurement 6953;EHV Bus 1391;NULL;q;EHV1;1
EHV Measurement 6954;EHV Bus 1391;NULL;v;EHV1;1
EHV Measurement 6955;EHV Bus 2654;NULL;p;EHV1;1
EHV Measurement 6956;EHV Bus 2654;NULL;q;EHV1;1
EHV Measurement 6957;EHV Bus 2654;NULL;v;EHV1;1
EHV Measurement 6958;EHV Bus 2790;NULL;p;EHV1;1
EHV Measurement 6959;EHV Bus 2790;NULL;q;EHV1;1
EHV Measurement 6960;EHV Bus 2790;NULL;v;EHV1;1
EHV Measurement 6961;EHV Bus 2160;NULL;p;EHV1;1
EHV Measurement 6962;EHV Bus 2160;NULL;q;EHV1;1
EHV Measurement 6963;EHV Bus 2160;NULL;v;EHV1;1
EHV Measurement 6964;EHV Bus 286;NULL;p;EHV1;1
EHV Measurement 6965;EHV Bus 286;NULL;q;EHV1;1
EHV Measurement 6966;EHV Bus 286;NULL;v;EHV1;1
EHV Measurement 6967;EHV Bus 1852;NULL;p;EHV1;1
EHV Measurement 6968;EHV Bus 1852;NULL;q;EHV1;1
EHV Measurement 6969;EHV Bus 1852;NULL;v;EHV1;1
EHV Measurement 6970;EHV Bus 573;NULL;p;EHV1;1
EHV Measurement 6971;EHV Bus 573;NULL;q;EHV1;1
EHV Measurement 6972;EHV Bus 573;NULL;v;EHV1;1
EHV Measurement 6973;EHV Bus 1065;NULL;p;EHV1;1
EHV Measurement 6974;EHV Bus 1065;NULL;q;EHV1;1
EHV Measurement 6975;EHV Bus 1065;NULL;v;EHV1;1
EHV Measurement 6976;EHV Bus 300;NULL;p;EHV1;1
EHV Measurement 6977;EHV Bus 300;NULL;q;EHV1;1
EHV Measurement 6978;EHV Bus 300;NULL;v;EHV1;1
EHV Measurement 6979;EHV Bus 2479;NULL;p;EHV1;1
EHV Measurement 6980;EHV Bus 2479;NULL;q;EHV1;1
EHV Measurement 6981;EHV Bus 2479;NULL;v;EHV1;1
EHV Measurement 6982;EHV Bus 2308;NULL;p;EHV1;1
EHV Measurement 6983;EHV Bus 2308;NULL;q;EHV1;1
EHV Measurement 6984;EHV Bus 2308;NULL;v;EHV1;1
EHV Measurement 6985;EHV Bus 1963;NULL;p;EHV1;1
EHV Measurement 6986;EHV Bus 1963;NULL;q;EHV1;1
EHV Measurement 6987;EHV Bus 1963;NULL;v;EHV1;1
EHV Measurement 6988;EHV Bus 3029;NULL;p;EHV1;1
EHV Measurement 6989;EHV Bus 3029;NULL;q;EHV1;1
EHV Measurement 6990;EHV Bus 3029;NULL;v;EHV1;1
EHV Measurement 6991;EHV Bus 529;NULL;p;EHV1;1
EHV Measurement 6992;EHV Bus 529;NULL;q;EHV1;1
EHV Measurement 6993;EHV Bus 529;NULL;v;EHV1;1
EHV Measurement 6994;EHV Bus 946;NULL;p;EHV1;1
EHV Measurement 6995;EHV Bus 946;NULL;q;EHV1;1
EHV Measurement 6996;EHV Bus 946;NULL;v;EHV1;1
EHV Measurement 6997;EHV Bus 2846;NULL;p;EHV1;1
EHV Measurement 6998;EHV Bus 2846;NULL;q;EHV1;1
EHV Measurement 6999;EHV Bus 2846;NULL;v;EHV1;1
EHV Measurement 7000;EHV Bus 350;NULL;p;EHV1;1
EHV Measurement 7001;EHV Bus 350;NULL;q;EHV1;1
EHV Measurement 7002;EHV Bus 350;NULL;v;EHV1;1
EHV Measurement 7003;EHV Bus 1175;NULL;p;EHV1;1
EHV Measurement 7004;EHV Bus 1175;NULL;q;EHV1;1
EHV Measurement 7005;EHV Bus 1175;NULL;v;EHV1;1
EHV Measurement 7006;EHV Bus 810;NULL;p;EHV1;1
EHV Measurement 7007;EHV Bus 810;NULL;q;EHV1;1
EHV Measurement 7008;EHV Bus 810;NULL;v;EHV1;1
EHV Measurement 7009;EHV Bus 2476;NULL;p;EHV1;1
EHV Measurement 7010;EHV Bus 2476;NULL;q;EHV1;1
EHV Measurement 7011;EHV Bus 2476;NULL;v;EHV1;1
EHV Measurement 7012;EHV Bus 338;NULL;p;EHV1;1
EHV Measurement 7013;EHV Bus 338;NULL;q;EHV1;1
EHV Measurement 7014;EHV Bus 338;NULL;v;EHV1;1
EHV Measurement 7015;EHV Bus 1429;NULL;p;EHV1;1
EHV Measurement 7016;EHV Bus 1429;NULL;q;EHV1;1
EHV Measurement 7017;EHV Bus 1429;NULL;v;EHV1;1
EHV Measurement 7018;EHV Bus 718;NULL;p;EHV1;1
EHV Measurement 7019;EHV Bus 718;NULL;q;EHV1;1
EHV Measurement 7020;EHV Bus 718;NULL;v;EHV1;1
EHV Measurement 7021;EHV Bus 489;NULL;p;EHV1;1
EHV Measurement 7022;EHV Bus 489;NULL;q;EHV1;1
EHV Measurement 7023;EHV Bus 489;NULL;v;EHV1;1
EHV Measurement 7024;EHV Bus 2767;NULL;p;EHV1;1
EHV Measurement 7025;EHV Bus 2767;NULL;q;EHV1;1
EHV Measurement 7026;EHV Bus 2767;NULL;v;EHV1;1
EHV Measurement 7027;EHV Bus 1761;NULL;p;EHV1;1
EHV Measurement 7028;EHV Bus 1761;NULL;q;EHV1;1
EHV Measurement 7029;EHV Bus 1761;NULL;v;EHV1;1
EHV Measurement 7030;EHV Bus 3007;NULL;p;EHV1;1
EHV Measurement 7031;EHV Bus 3007;NULL;q;EHV1;1
EHV Measurement 7032;EHV Bus 3007;NULL;v;EHV1;1
EHV Measurement 7033;EHV Bus 977;NULL;p;EHV1;1
EHV Measurement 7034;EHV Bus 977;NULL;q;EHV1;1
EHV Measurement 7035;EHV Bus 977;NULL;v;EHV1;1
EHV Measurement 7036;EHV Bus 3051;NULL;p;EHV1;1
EHV Measurement 7037;EHV Bus 3051;NULL;q;EHV1;1
EHV Measurement 7038;EHV Bus 3051;NULL;v;EHV1;1
EHV Measurement 7039;EHV Bus 3015;NULL;p;EHV1;1
EHV Measurement 7040;EHV Bus 3015;NULL;q;EHV1;1
EHV Measurement 7041;EHV Bus 3015;NULL;v;EHV1;1
EHV Measurement 7042;EHV Bus 543;NULL;p;EHV1;1
EHV Measurement 7043;EHV Bus 543;NULL;q;EHV1;1
EHV Measurement 7044;EHV Bus 543;NULL;v;EHV1;1
EHV Measurement 7045;EHV Bus 2914;NULL;p;EHV1;1
EHV Measurement 7046;EHV Bus 2914;NULL;q;EHV1;1
EHV Measurement 7047;EHV Bus 2914;NULL;v;EHV1;1
EHV Measurement 7048;EHV Bus 1199;NULL;p;EHV1;1
EHV Measurement 7049;EHV Bus 1199;NULL;q;EHV1;1
EHV Measurement 7050;EHV Bus 1199;NULL;v;EHV1;1
EHV Measurement 7051;EHV Bus 538;NULL;p;EHV1;1
EHV Measurement 7052;EHV Bus 538;NULL;q;EHV1;1
EHV Measurement 7053;EHV Bus 538;NULL;v;EHV1;1
EHV Measurement 7054;EHV Bus 975;NULL;p;EHV1;1
EHV Measurement 7055;EHV Bus 975;NULL;q;EHV1;1
EHV Measurement 7056;EHV Bus 975;NULL;v;EHV1;1
EHV Measurement 7057;EHV Bus 2546;NULL;p;EHV1;1
EHV Measurement 7058;EHV Bus 2546;NULL;q;EHV1;1
EHV Measurement 7059;EHV Bus 2546;NULL;v;EHV1;1
EHV Measurement 7060;EHV Bus 1599;NULL;p;EHV1;1
EHV Measurement 7061;EHV Bus 1599;NULL;q;EHV1;1
EHV Measurement 7062;EHV Bus 1599;NULL;v;EHV1;1
EHV Measurement 7063;EHV Bus 2852;NULL;p;EHV1;1
EHV Measurement 7064;EHV Bus 2852;NULL;q;EHV1;1
EHV Measurement 7065;EHV Bus 2852;NULL;v;EHV1;1
EHV Measurement 7066;EHV Bus 1223;NULL;p;EHV1;1
EHV Measurement 7067;EHV Bus 1223;NULL;q;EHV1;1
EHV Measurement 7068;EHV Bus 1223;NULL;v;EHV1;1
EHV Measurement 7069;EHV Bus 1690;NULL;p;EHV1;1
EHV Measurement 7070;EHV Bus 1690;NULL;q;EHV1;1
EHV Measurement 7071;EHV Bus 1690;NULL;v;EHV1;1
EHV Measurement 7072;EHV Bus 790;NULL;p;EHV1;1
EHV Measurement 7073;EHV Bus 790;NULL;q;EHV1;1
EHV Measurement 7074;EHV Bus 790;NULL;v;EHV1;1
EHV Measurement 7075;EHV Bus 1453;NULL;p;EHV1;1
EHV Measurement 7076;EHV Bus 1453;NULL;q;EHV1;1
EHV Measurement 7077;EHV Bus 1453;NULL;v;EHV1;1
EHV Measurement 7078;EHV Bus 2143;NULL;p;EHV1;1
EHV Measurement 7079;EHV Bus 2143;NULL;q;EHV1;1
EHV Measurement 7080;EHV Bus 2143;NULL;v;EHV1;1
EHV Measurement 7081;EHV Bus 1251;NULL;p;EHV1;1
EHV Measurement 7082;EHV Bus 1251;NULL;q;EHV1;1
EHV Measurement 7083;EHV Bus 1251;NULL;v;EHV1;1
EHV Measurement 7084;EHV Bus 1326;NULL;p;EHV1;1
EHV Measurement 7085;EHV Bus 1326;NULL;q;EHV1;1
EHV Measurement 7086;EHV Bus 1326;NULL;v;EHV1;1
EHV Measurement 7087;EHV Bus 2029;NULL;p;EHV1;1
EHV Measurement 7088;EHV Bus 2029;NULL;q;EHV1;1
EHV Measurement 7089;EHV Bus 2029;NULL;v;EHV1;1
EHV Measurement 7090;EHV Bus 158;NULL;p;EHV1;1
EHV Measurement 7091;EHV Bus 158;NULL;q;EHV1;1
EHV Measurement 7092;EHV Bus 158;NULL;v;EHV1;1
EHV Measurement 7093;EHV Bus 1489;NULL;p;EHV1;1
EHV Measurement 7094;EHV Bus 1489;NULL;q;EHV1;1
EHV Measurement 7095;EHV Bus 1489;NULL;v;EHV1;1
EHV Measurement 7096;EHV Bus 2722;NULL;p;EHV1;1
EHV Measurement 7097;EHV Bus 2722;NULL;q;EHV1;1
EHV Measurement 7098;EHV Bus 2722;NULL;v;EHV1;1
EHV Measurement 7099;EHV Bus 2304;NULL;p;EHV1;1
EHV Measurement 7100;EHV Bus 2304;NULL;q;EHV1;1
EHV Measurement 7101;EHV Bus 2304;NULL;v;EHV1;1
EHV Measurement 7102;EHV Bus 2509;NULL;p;EHV1;1
EHV Measurement 7103;EHV Bus 2509;NULL;q;EHV1;1
EHV Measurement 7104;EHV Bus 2509;NULL;v;EHV1;1
EHV Measurement 7105;EHV Bus 752;NULL;p;EHV1;1
EHV Measurement 7106;EHV Bus 752;NULL;q;EHV1;1
EHV Measurement 7107;EHV Bus 752;NULL;v;EHV1;1
EHV Measurement 7108;EHV Bus 1609;NULL;p;EHV1;1
EHV Measurement 7109;EHV Bus 1609;NULL;q;EHV1;1
EHV Measurement 7110;EHV Bus 1609;NULL;v;EHV1;1
EHV Measurement 7111;EHV Bus 1016;NULL;p;EHV1;1
EHV Measurement 7112;EHV Bus 1016;NULL;q;EHV1;1
EHV Measurement 7113;EHV Bus 1016;NULL;v;EHV1;1
EHV Measurement 7114;EHV Bus 861;NULL;p;EHV1;1
EHV Measurement 7115;EHV Bus 861;NULL;q;EHV1;1
EHV Measurement 7116;EHV Bus 861;NULL;v;EHV1;1
EHV Measurement 7117;EHV Bus 1180;NULL;p;EHV1;1
EHV Measurement 7118;EHV Bus 1180;NULL;q;EHV1;1
EHV Measurement 7119;EHV Bus 1180;NULL;v;EHV1;1
EHV Measurement 7120;EHV Bus 1622;NULL;p;EHV1;1
EHV Measurement 7121;EHV Bus 1622;NULL;q;EHV1;1
EHV Measurement 7122;EHV Bus 1622;NULL;v;EHV1;1
EHV Measurement 7123;EHV Bus 2378;NULL;p;EHV1;1
EHV Measurement 7124;EHV Bus 2378;NULL;q;EHV1;1
EHV Measurement 7125;EHV Bus 2378;NULL;v;EHV1;1
EHV Measurement 7126;EHV Bus 1966;NULL;p;EHV1;1
EHV Measurement 7127;EHV Bus 1966;NULL;q;EHV1;1
EHV Measurement 7128;EHV Bus 1966;NULL;v;EHV1;1
EHV Measurement 7129;EHV Bus 1083;NULL;p;EHV1;1
EHV Measurement 7130;EHV Bus 1083;NULL;q;EHV1;1
EHV Measurement 7131;EHV Bus 1083;NULL;v;EHV1;1
EHV Measurement 7132;EHV Bus 1592;NULL;p;EHV1;1
EHV Measurement 7133;EHV Bus 1592;NULL;q;EHV1;1
EHV Measurement 7134;EHV Bus 1592;NULL;v;EHV1;1
EHV Measurement 7135;EHV Bus 58;NULL;p;EHV1_HV1;1
EHV Measurement 7136;EHV Bus 58;NULL;q;EHV1_HV1;1
EHV Measurement 7137;EHV Bus 58;NULL;v;EHV1_HV1;1
EHV Measurement 7138;EHV Bus 21;NULL;p;EHV1;1
EHV Measurement 7139;EHV Bus 21;NULL;q;EHV1;1
EHV Measurement 7140;EHV Bus 21;NULL;v;EHV1;1
EHV Measurement 7141;EHV Bus 624;NULL;p;EHV1;1
EHV Measurement 7142;EHV Bus 624;NULL;q;EHV1;1
EHV Measurement 7143;EHV Bus 624;NULL;v;EHV1;1
EHV Measurement 7144;EHV Bus 1871;NULL;p;EHV1;1
EHV Measurement 7145;EHV Bus 1871;NULL;q;EHV1;1
EHV Measurement 7146;EHV Bus 1871;NULL;v;EHV1;1
EHV Measurement 7147;EHV Bus 1775;NULL;p;EHV1;1
EHV Measurement 7148;EHV Bus 1775;NULL;q;EHV1;1
EHV Measurement 7149;EHV Bus 1775;NULL;v;EHV1;1
EHV Measurement 7150;EHV Bus 622;NULL;p;EHV1;1
EHV Measurement 7151;EHV Bus 622;NULL;q;EHV1;1
EHV Measurement 7152;EHV Bus 622;NULL;v;EHV1;1
EHV Measurement 7153;EHV Bus 2568;NULL;p;EHV1;1
EHV Measurement 7154;EHV Bus 2568;NULL;q;EHV1;1
EHV Measurement 7155;EHV Bus 2568;NULL;v;EHV1;1
EHV Measurement 7156;EHV Bus 2815;NULL;p;EHV1;1
EHV Measurement 7157;EHV Bus 2815;NULL;q;EHV1;1
EHV Measurement 7158;EHV Bus 2815;NULL;v;EHV1;1
EHV Measurement 7159;EHV Bus 3061;NULL;p;EHV1;1
EHV Measurement 7160;EHV Bus 3061;NULL;q;EHV1;1
EHV Measurement 7161;EHV Bus 3061;NULL;v;EHV1;1
EHV Measurement 7162;EHV Bus 565;NULL;p;EHV1;1
EHV Measurement 7163;EHV Bus 565;NULL;q;EHV1;1
EHV Measurement 7164;EHV Bus 565;NULL;v;EHV1;1
EHV Measurement 7165;EHV Bus 514;NULL;p;EHV1;1
EHV Measurement 7166;EHV Bus 514;NULL;q;EHV1;1
EHV Measurement 7167;EHV Bus 514;NULL;v;EHV1;1
EHV Measurement 7168;EHV Bus 750;NULL;p;EHV1;1
EHV Measurement 7169;EHV Bus 750;NULL;q;EHV1;1
EHV Measurement 7170;EHV Bus 750;NULL;v;EHV1;1
EHV Measurement 7171;EHV Bus 2908;NULL;p;EHV1;1
EHV Measurement 7172;EHV Bus 2908;NULL;q;EHV1;1
EHV Measurement 7173;EHV Bus 2908;NULL;v;EHV1;1
EHV Measurement 7174;EHV Bus 2408;NULL;p;EHV1;1
EHV Measurement 7175;EHV Bus 2408;NULL;q;EHV1;1
EHV Measurement 7176;EHV Bus 2408;NULL;v;EHV1;1
EHV Measurement 7177;EHV Bus 2999;NULL;p;EHV1;1
EHV Measurement 7178;EHV Bus 2999;NULL;q;EHV1;1
EHV Measurement 7179;EHV Bus 2999;NULL;v;EHV1;1
EHV Measurement 7180;EHV Bus 2625;NULL;p;EHV1;1
EHV Measurement 7181;EHV Bus 2625;NULL;q;EHV1;1
