id;node;type;profile;calc_type;pRES;qRES;sR;subnet;voltLvl
MV4.202 SGen 42;MV4.202 Bus 60;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.406_eq;5
MV4.202 SGen 43;MV4.202 Bus 61;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.407_eq;5
MV4.202 SGen 44;MV4.202 Bus 63;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.408_eq;5
MV4.202 SGen 45;MV4.202 Bus 64;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.409_eq;5
MV4.202 SGen 46;MV4.202 Bus 65;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.410_eq;5
MV4.202 SGen 47;MV4.202 Bus 66;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.407_eq;5
MV4.202 SGen 48;MV4.202 Bus 67;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.408_eq;5
MV4.202 SGen 49;MV4.202 Bus 68;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.409_eq;5
MV4.202 SGen 50;MV4.202 Bus 69;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.411_eq;5
MV4.202 SGen 51;MV4.202 Bus 70;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.412_eq;5
MV4.202 SGen 52;MV4.202 Bus 71;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.410_eq;5
MV4.202 SGen 53;MV4.202 Bus 72;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.411_eq;5
MV4.202 SGen 54;MV4.202 Bus 73;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.413_eq;5
MV4.202 SGen 55;MV4.202 Bus 76;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.418_eq;5
MV4.202 SGen 56;MV4.202 Bus 78;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.419_eq;5
MV4.202 SGen 57;MV4.202 Bus 79;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.202_LV3.405_eq;5
MV4.202 SGen 58;MV4.202 Bus 80;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.420_eq;5
MV4.202 SGen 59;MV4.202 Bus 81;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.421_eq;5
MV4.202 SGen 60;MV4.202 Bus 82;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.414_eq;5
MV4.202 SGen 61;MV4.202 Bus 83;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.415_eq;5
MV4.202 SGen 62;MV4.202 Bus 84;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.422_eq;5
MV4.202 SGen 63;MV4.202 Bus 85;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.416_eq;5
MV4.202 SGen 64;MV4.202 Bus 87;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.202_LV2.409_eq;5
MV4.202 SGen 65;MV4.202 Bus 88;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.202_LV3.406_eq;5
MV4.202 SGen 66;MV4.202 Bus 90;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.412_eq;5
MV4.202 SGen 67;MV4.202 Bus 91;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.413_eq;5
MV4.202 SGen 68;MV4.202 Bus 93;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.414_eq;5
MV4.202 SGen 69;MV4.202 Bus 94;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.415_eq;5
MV4.202 SGen 70;MV4.202 Bus 95;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.417_eq;5
MV4.202 SGen 71;MV4.202 Bus 96;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.418_eq;5
MV4.202 SGen 72;MV4.202 Bus 97;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.419_eq;5
MV4.202 SGen 73;MV4.202 Bus 98;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.416_eq;5
MV4.202 SGen 74;MV4.202 Bus 100;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.417_eq;5
MV4.202 SGen 75;MV4.202 Bus 101;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.202_LV6.418_eq;5
MV4.202 SGen 76;MV4.202 Bus 103;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.420_eq;5
MV4.202 SGen 77;MV4.202 Bus 104;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.421_eq;5
MV4.202 SGen 78;MV4.202 Bus 105;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.202_LV5.422_eq;5
MV4.202 SGen 79;MV4.202 Bus 106;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.202_LV4.423_eq;5
MV4.202 MV SGen 1;MV4.202 Bus 28;Hydro_MV;Hydro1;pq;0.65;0;0.65;MV4.202;5
MV4.202 MV SGen 2;MV4.202 Bus 33;PV_MV;PV2;pq;0.085;0;0.085;MV4.202;5
MV4.202 MV SGen 3;MV4.202 Bus 62;PV_MV;PV5;pq;0.13;0;0.13;MV4.202;5
MV4.202 MV SGen 4;MV4.202 Bus 89;Wind_MV;WP8;pq;4.1;0;4.1;MV4.202;5
MV4.202 MV SGen 5;MV4.202 Bus 39;PV_MV;PV8;pq;1.05;0;1.05;MV4.202;5
MV4.202 MV SGen 6;MV4.202 Bus 11;PV_MV;PV6;pq;0.11;0;0.11;MV4.202;5
MV4.202 MV SGen 7;MV4.202 Bus 21;Wind_MV;WP8;pq;1.9;0;1.9;MV4.202;5
MV4.202 MV SGen 8;MV4.202 Bus 10;Biomass_MV;BM2;pq;0.045;0;0.045;MV4.202;5
MV4.202 MV SGen 9;MV4.202 Bus 15;Wind_MV;WP5;pq;1.6;0;1.6;MV4.202;5
MV4.202 MV SGen 10;MV4.202 Bus 74;PV_MV;PV5;pq;0.17;0;0.17;MV4.202;5
MV4.203 SGen 1;MV4.203 Bus 7;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.401_eq;5
MV4.203 SGen 2;MV4.203 Bus 8;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.401_eq;5
MV4.203 SGen 3;MV4.203 Bus 10;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.402_eq;5
MV4.203 SGen 4;MV4.203 Bus 11;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.403_eq;5
MV4.203 SGen 5;MV4.203 Bus 13;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.402_eq;5
MV4.203 SGen 6;MV4.203 Bus 14;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.403_eq;5
MV4.203 SGen 7;MV4.203 Bus 17;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.404_eq;5
MV4.203 SGen 8;MV4.203 Bus 18;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.405_eq;5
MV4.203 SGen 9;MV4.203 Bus 20;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.404_eq;5
MV4.203 SGen 10;MV4.203 Bus 21;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.401_eq;5
MV4.203 SGen 11;MV4.203 Bus 22;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.405_eq;5
MV4.203 SGen 12;MV4.203 Bus 23;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.401_eq;5
MV4.203 SGen 13;MV4.203 Bus 24;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.402_eq;5
MV4.203 SGen 14;MV4.203 Bus 25;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.401_eq;5
MV4.203 SGen 15;MV4.203 Bus 26;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.403_eq;5
MV4.203 SGen 16;MV4.203 Bus 29;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.406_eq;5
MV4.203 SGen 17;MV4.203 Bus 30;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.407_eq;5
MV4.203 SGen 18;MV4.203 Bus 31;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.402_eq;5
MV4.203 SGen 19;MV4.203 Bus 32;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.408_eq;5
MV4.203 SGen 20;MV4.203 Bus 33;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.409_eq;5
MV4.203 SGen 21;MV4.203 Bus 34;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.410_eq;5
MV4.203 SGen 22;MV4.203 Bus 35;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.411_eq;5
MV4.203 SGen 23;MV4.203 Bus 39;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.402_eq;5
MV4.203 SGen 24;MV4.203 Bus 40;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.412_eq;5
MV4.203 SGen 25;MV4.203 Bus 41;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.404_eq;5
MV4.203 SGen 26;MV4.203 Bus 42;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.413_eq;5
MV4.203 SGen 27;MV4.203 Bus 43;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.414_eq;5
MV4.203 SGen 28;MV4.203 Bus 44;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.415_eq;5
MV4.203 SGen 29;MV4.203 Bus 47;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.403_eq;5
MV4.203 SGen 30;MV4.203 Bus 48;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.406_eq;5
MV4.203 SGen 31;MV4.203 Bus 49;lv_RES;lv_rural1;pq;0.16;0;0.16;MV4.203_LV1.401_eq;5
MV4.203 SGen 32;MV4.203 Bus 50;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.407_eq;5
MV4.203 SGen 33;MV4.203 Bus 51;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.408_eq;5
MV4.203 SGen 34;MV4.203 Bus 52;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.404_eq;5
MV4.203 SGen 35;MV4.203 Bus 53;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.403_eq;5
MV4.203 SGen 36;MV4.203 Bus 54;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.404_eq;5
MV4.203 SGen 37;MV4.203 Bus 55;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.416_eq;5
MV4.203 SGen 38;MV4.203 Bus 56;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.417_eq;5
MV4.203 SGen 39;MV4.203 Bus 57;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.405_eq;5
MV4.203 SGen 40;MV4.203 Bus 58;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.406_eq;5
MV4.203 SGen 41;MV4.203 Bus 59;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.405_eq;5
MV4.203 SGen 42;MV4.203 Bus 60;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.406_eq;5
MV4.203 SGen 43;MV4.203 Bus 61;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.407_eq;5
MV4.203 SGen 44;MV4.203 Bus 63;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.408_eq;5
MV4.203 SGen 45;MV4.203 Bus 64;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.409_eq;5
MV4.203 SGen 46;MV4.203 Bus 65;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.410_eq;5
MV4.203 SGen 47;MV4.203 Bus 66;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.407_eq;5
MV4.203 SGen 48;MV4.203 Bus 67;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.408_eq;5
MV4.203 SGen 49;MV4.203 Bus 68;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.409_eq;5
MV4.203 SGen 50;MV4.203 Bus 69;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.411_eq;5
MV4.203 SGen 51;MV4.203 Bus 70;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.412_eq;5
MV4.203 SGen 52;MV4.203 Bus 71;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.410_eq;5
MV4.203 SGen 53;MV4.203 Bus 72;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.411_eq;5
MV4.203 SGen 54;MV4.203 Bus 73;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.413_eq;5
MV4.203 SGen 55;MV4.203 Bus 76;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.418_eq;5
MV4.203 SGen 56;MV4.203 Bus 78;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.419_eq;5
MV4.203 SGen 57;MV4.203 Bus 79;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.405_eq;5
MV4.203 SGen 58;MV4.203 Bus 80;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.420_eq;5
MV4.203 SGen 59;MV4.203 Bus 81;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.421_eq;5
MV4.203 SGen 60;MV4.203 Bus 82;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.414_eq;5
MV4.203 SGen 61;MV4.203 Bus 83;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.415_eq;5
MV4.203 SGen 62;MV4.203 Bus 84;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.422_eq;5
MV4.203 SGen 63;MV4.203 Bus 85;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.416_eq;5
MV4.203 SGen 64;MV4.203 Bus 87;lv_RES;lv_rural2;pq;0.145;0;0.145;MV4.203_LV2.409_eq;5
MV4.203 SGen 65;MV4.203 Bus 88;lv_RES;lv_rural3;pq;0.19;0;0.19;MV4.203_LV3.406_eq;5
MV4.203 SGen 66;MV4.203 Bus 90;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.412_eq;5
MV4.203 SGen 67;MV4.203 Bus 91;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.413_eq;5
MV4.203 SGen 68;MV4.203 Bus 93;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.414_eq;5
MV4.203 SGen 69;MV4.203 Bus 94;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.415_eq;5
MV4.203 SGen 70;MV4.203 Bus 95;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.417_eq;5
MV4.203 SGen 71;MV4.203 Bus 96;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.418_eq;5
MV4.203 SGen 72;MV4.203 Bus 97;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.419_eq;5
MV4.203 SGen 73;MV4.203 Bus 98;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.416_eq;5
MV4.203 SGen 74;MV4.203 Bus 100;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.417_eq;5
MV4.203 SGen 75;MV4.203 Bus 101;lv_RES;lv_urban6;pq;0.057;0;0.057;MV4.203_LV6.418_eq;5
MV4.203 SGen 76;MV4.203 Bus 103;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.420_eq;5
MV4.203 SGen 77;MV4.203 Bus 104;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.421_eq;5
MV4.203 SGen 78;MV4.203 Bus 105;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV4.203_LV5.422_eq;5
MV4.203 SGen 79;MV4.203 Bus 106;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV4.203_LV4.423_eq;5
MV4.203 MV SGen 1;MV4.203 Bus 28;Hydro_MV;Hydro1;pq;0.65;0;0.65;MV4.203;5
MV4.203 MV SGen 2;MV4.203 Bus 33;PV_MV;PV2;pq;0.085;0;0.085;MV4.203;5
MV4.203 MV SGen 3;MV4.203 Bus 62;PV_MV;PV5;pq;0.13;0;0.13;MV4.203;5
MV4.203 MV SGen 4;MV4.203 Bus 89;Wind_MV;WP8;pq;4.1;0;4.1;MV4.203;5
MV4.203 MV SGen 5;MV4.203 Bus 39;PV_MV;PV8;pq;1.05;0;1.05;MV4.203;5
MV4.203 MV SGen 6;MV4.203 Bus 11;PV_MV;PV6;pq;0.11;0;0.11;MV4.203;5
MV4.203 MV SGen 7;MV4.203 Bus 21;Wind_MV;WP8;pq;1.9;0;1.9;MV4.203;5
MV4.203 MV SGen 8;MV4.203 Bus 10;Biomass_MV;BM2;pq;0.045;0;0.045;MV4.203;5
MV4.203 MV SGen 9;MV4.203 Bus 15;Wind_MV;WP5;pq;1.6;0;1.6;MV4.203;5
MV4.203 MV SGen 10;MV4.203 Bus 74;PV_MV;PV5;pq;0.17;0;0.17;MV4.203;5
LV1.101 SGen 1;LV1.101 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.101;7
LV1.101 SGen 2;LV1.101 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.101;7
LV1.101 SGen 4;LV1.101 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.101;7
LV1.101 SGen 3;LV1.101 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.101;7
LV1.102 SGen 1;LV1.102 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.102;7
LV1.102 SGen 2;LV1.102 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.102;7
LV1.102 SGen 4;LV1.102 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.102;7
LV1.102 SGen 3;LV1.102 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.102;7
LV1.103 SGen 1;LV1.103 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.103;7
LV1.103 SGen 2;LV1.103 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.103;7
LV1.103 SGen 4;LV1.103 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.103;7
LV1.103 SGen 3;LV1.103 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.103;7
LV1.104 SGen 1;LV1.104 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.104;7
LV1.104 SGen 2;LV1.104 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.104;7
LV1.104 SGen 4;LV1.104 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.104;7
LV1.104 SGen 3;LV1.104 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.104;7
LV1.105 SGen 1;LV1.105 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.105;7
LV1.105 SGen 2;LV1.105 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.105;7
LV1.105 SGen 4;LV1.105 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.105;7
LV1.105 SGen 3;LV1.105 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.105;7
LV1.106 SGen 1;LV1.106 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.106;7
LV1.106 SGen 2;LV1.106 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.106;7
LV1.106 SGen 4;LV1.106 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.106;7
LV1.106 SGen 3;LV1.106 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.106;7
LV1.107 SGen 1;LV1.107 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.107;7
LV1.107 SGen 2;LV1.107 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.107;7
LV1.107 SGen 4;LV1.107 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.107;7
LV1.107 SGen 3;LV1.107 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.107;7
LV1.108 SGen 1;LV1.108 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.108;7
LV1.108 SGen 2;LV1.108 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.108;7
LV1.108 SGen 4;LV1.108 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.108;7
LV1.108 SGen 3;LV1.108 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.108;7
LV1.109 SGen 1;LV1.109 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.109;7
LV1.109 SGen 2;LV1.109 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.109;7
LV1.109 SGen 4;LV1.109 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.109;7
LV1.109 SGen 3;LV1.109 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.109;7
LV1.110 SGen 1;LV1.110 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.110;7
LV1.110 SGen 2;LV1.110 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.110;7
LV1.110 SGen 4;LV1.110 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.110;7
LV1.110 SGen 3;LV1.110 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.110;7
LV1.111 SGen 1;LV1.111 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.111;7
LV1.111 SGen 2;LV1.111 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.111;7
LV1.111 SGen 4;LV1.111 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.111;7
LV1.111 SGen 3;LV1.111 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.111;7
LV1.112 SGen 1;LV1.112 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.112;7
LV1.112 SGen 2;LV1.112 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.112;7
LV1.112 SGen 4;LV1.112 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.112;7
LV1.112 SGen 3;LV1.112 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.112;7
LV1.113 SGen 1;LV1.113 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.113;7
LV1.113 SGen 2;LV1.113 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.113;7
LV1.113 SGen 4;LV1.113 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.113;7
LV1.113 SGen 3;LV1.113 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.113;7
LV1.114 SGen 1;LV1.114 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.114;7
LV1.114 SGen 2;LV1.114 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.114;7
LV1.114 SGen 4;LV1.114 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.114;7
LV1.114 SGen 3;LV1.114 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.114;7
LV1.115 SGen 1;LV1.115 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.115;7
LV1.115 SGen 2;LV1.115 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.115;7
LV1.115 SGen 4;LV1.115 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.115;7
LV1.115 SGen 3;LV1.115 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.115;7
LV1.116 SGen 1;LV1.116 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.116;7
LV1.116 SGen 2;LV1.116 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.116;7
LV1.116 SGen 4;LV1.116 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.116;7
LV1.116 SGen 3;LV1.116 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.116;7
LV1.117 SGen 1;LV1.117 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.117;7
LV1.117 SGen 2;LV1.117 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.117;7
LV1.117 SGen 4;LV1.117 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.117;7
LV1.117 SGen 3;LV1.117 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.117;7
LV1.118 SGen 1;LV1.118 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.118;7
LV1.118 SGen 2;LV1.118 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.118;7
LV1.118 SGen 4;LV1.118 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.118;7
LV1.118 SGen 3;LV1.118 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.118;7
LV1.119 SGen 1;LV1.119 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.119;7
LV1.119 SGen 2;LV1.119 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.119;7
LV1.119 SGen 4;LV1.119 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.119;7
LV1.119 SGen 3;LV1.119 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.119;7
LV1.120 SGen 1;LV1.120 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.120;7
LV1.120 SGen 2;LV1.120 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.120;7
LV1.120 SGen 4;LV1.120 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.120;7
LV1.120 SGen 3;LV1.120 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.120;7
LV1.121 SGen 1;LV1.121 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.121;7
LV1.121 SGen 2;LV1.121 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.121;7
LV1.121 SGen 4;LV1.121 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.121;7
LV1.121 SGen 3;LV1.121 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.121;7
LV1.122 SGen 1;LV1.122 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.122;7
LV1.122 SGen 2;LV1.122 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.122;7
LV1.122 SGen 4;LV1.122 Bus 8;PV;PV6;pq;0.019;0;0.019;LV1.122;7
LV1.122 SGen 3;LV1.122 Bus 13;PV;PV5;pq;0.023;0;0.023;LV1.122;7
LV1.123 SGen 1;LV1.123 Bus 7;PV;PV5;pq;0.04;0;0.04;LV1.123;7
LV1.123 SGen 2;LV1.123 Bus 11;PV;PV8;pq;0.078381;0;0.078381;LV1.123;7
